4,197,124,321,315
1,40,60,100,83
5,200,119,319,303
4,140,94,234,208
4,97,89,186,192
9,119,42,161,145
13,186,52,238,214
4,78,38,116,103
21,167,99,266,237
17,146,112,258,271
8,162,61,223,216
9,223,121,344,320
8,119,48,167,152
8,57,43,100,108
14,9,386,395,340
5,58,34,92,86
12,318,269,587,581
18,88,170,258,255
5,306,132,438,447
20,304,78,382,397
8,89,200,289,283
14,86,230,316,310
6,71,235,306,312
14,148,324,472,491
16,116,170,286,263
14,175,277,452,461
9,174,78,252,267
5,194,91,285,285
3,126,49,175,180
17,317,119,436,432
11,289,88,377,351
4,158,59,217,180
16,302,145,447,523
9,451,48,499,464
34,661,132,793,698
10,64,54,118,106
18,182,126,308,308
27,173,332,505,424
9,252,7,259,241
11,131,180,311,361
8,106,39,145,103
9,96,108,204,192
7,116,72,188,156
6,86,49,135,131
17,221,121,342,342
12,61,96,157,130
12,132,89,221,155
13,45,387,432,350
12,55,112,167,129
8,124,52,176,139
5,120,126,246,197
6,47,32,79,62
12,126,107,233,205
6,101,45,146,117
5,78,99,177,140
13,69,74,143,113
15,323,184,507,507
6,42,31,73,67
5,74,43,117,105
10,101,57,158,117
6,97,42,139,99
26,482,227,709,645
6,213,73,286,203
24,473,182,655,688
12,229,169,398,414
12,227,73,300,297
24,395,193,588,617
12,469,176,645,697
36,886,241,1127,1116
